0.0,5.0,0.0,10.0,0.0,15.0,0.0,2.0,0.0,9.0,0.0,28.0,0.0,9.0,0.0,9.0
0.0,4.7317073170731705,0.0,16.341463414634145,0.0,17.414634146341463,0.0,2.707317073170732,0.0,4.658536585365853,0.0,19.98780487804878,0.0,13.268292682926829,0.0,24.353658536585368
0.0,10.0,0.0,20.0,0.0,21.0,0.0,7.0,0.0,3.0,0.0,53.0,0.0,16.0,0.0,12.0
0.0,2.9271523178807946,0.0,13.821192052980132,0.0,11.841059602649006,0.0,3.9205298013245033,0.0,1.9072847682119205,0.0,47.72516556291391,0.0,20.801324503311257,0.0,8.824503311258278
78.0,0.0,15.0,0.0,25.0,0.0,8.0,0.0,32.0,0.0,18.0,0.0,9.0,0.0,8.0,0.0
0.0,4.927152317880795,0.0,5.821192052980132,0.0,13.841059602649006,0.0,6.920529801324503,0.0,8.907284768211921,0.0,18.725165562913908,0.0,20.801324503311257,0.0,3.8245033112582782
1.1102230246251565e-16,5.927152317880795,0.0,18.821192052980134,0.0,16.841059602649008,0.0,0.0,0.0,2.9072847682119205,0.0,31.725165562913908,0.0,2.801324503311258,0.0,6.824503311258278
59.407407407407405,0.0,10.11111111111111,0.0,17.64814814814815,0.0,1.7222222222222223,0.0,21.48148148148148,0.0,20.185185185185187,0.0,2.4814814814814814,0.0,2.8333333333333335,0.0
0.0,6.0,0.0,30.0,0.0,39.0,0.0,5.0,0.0,6.0,0.0,20.0,0.0,27.0,0.0,26.0
82.0,0.0,16.0,0.0,29.0,0.0,0.0,0.0,24.0,0.0,13.0,0.0,10.0,0.0,9.0,0.0
21.0,0.0,8.0,0.0,17.0,0.0,2.0,0.0,9.0,0.0,6.0,0.0,5.0,0.0,2.0,0.0
46.0,0.0,10.0,0.0,14.0,0.0,2.0,0.0,21.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0
43.0,0.0,8.0,0.0,15.0,0.0,0.0,0.0,12.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0
0.0,4.927152317880795,0.0,14.821192052980132,0.0,19.841059602649008,0.0,0.0,0.0,11.907284768211921,0.0,31.725165562913908,0.0,91.80132450331126,0.0,21.82450331125828
30.272727272727273,0.0,7.818181818181818,0.0,9.681818181818182,0.0,0.3181818181818181,0.0,19.272727272727273,0.0,10.0,0.0,2.727272727272727,0.0,0.5909090909090908,0.0
97.0,0.0,29.0,0.0,22.0,0.0,8.0,0.0,33.0,0.0,9.0,0.0,8.0,0.0,1.0,0.0
38.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0
70.0,0.0,7.0,0.0,8.0,0.0,1.0,0.0,9.0,0.0,7.0,0.0,3.0,0.0,4.0,0.0
0.0,23.541666666666668,0.0,25.875,0.0,48.0,0.0,14.5,0.0,41.416666666666664,0.0,76.27083333333333,0.0,142.75,0.0,84.89583333333333
0.0,8.383177570093459,0.0,13.485981308411215,0.0,13.654205607476635,0.5794392523364487,4.327102803738318,0.0,5.214953271028037,0.0,41.67289719626168,0.0,22.317757009345794,0.0,42.51401869158879
0.0,4.0,0.0,9.0,0.0,16.0,0.0,2.0,0.0,14.0,0.0,34.0,0.0,34.0,0.0,25.0
0.0,0.2542372881355933,0.0,4.169491525423728,0.0,0.0,0.4915254237288136,8.186440677966102,0.0,0.0,0.0,0.18644067796610164,0.0,7.966101694915254,0.0,0.0
27.0,0.0,2.0,0.0,7.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0,3.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,45.0,0.0,12.0,0.0,13.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,0.0,11.0,0.0,11.0,0.0,1.0,0.0,12.0,0.0,5.0,0.0,4.0,0.0,2.0,0.0
0.0,1.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,22.0,0.0,28.0,0.0,14.0
0.0,2.8114285714285714,1.5885714285714285,3.5371428571428574,0.0,0.5885714285714285,0.0,0.0,0.0,1.76,0.0,18.28857142857143,0.0,0.0,0.0,7.545714285714285
17.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,6.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0
0.0,0.0,0.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,12.0
49.708333333333336,0.0,10.0,0.0,8.479166666666666,0.0,4.6875,0.0,11.291666666666666,0.0,24.083333333333332,0.0,5.416666666666666,0.0,0.0,0.0
0.0,2.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,9.0
82.0,0.0,22.0,0.0,23.0,0.0,11.0,0.0,30.0,0.0,25.0,0.0,6.0,0.0,2.0,0.0
0.0,5.6239316239316235,0.0,7.076923076923077,0.0,19.17948717948718,0.0,1.5897435897435896,0.0,3.5213675213675213,0.24786324786324787,39.58119658119658,0.0,3.9743589743589745,0.0,9.094017094017094
